39,8,77516,10,13,5,2,2,5,2,2174,0,40,40,1
50,7,83311,10,13,3,5,1,5,2,0,0,13,40,1
38,5,2.1565e+05,12,9,1,7,2,5,2,0,0,40,40,1
53,5,2.3472e+05,2,7,3,7,1,3,2,0,0,40,40,1
28,5,3.3841e+05,10,13,3,11,6,3,1,0,0,40,6,1
37,5,2.8458e+05,13,14,3,5,6,5,1,0,0,40,40,1
49,5,1.6019e+05,7,5,4,9,2,3,1,0,0,16,24,1
52,7,2.0964e+05,12,9,3,5,1,5,2,0,0,45,40,2
31,5,45781,13,14,5,11,2,5,1,14084,0,50,40,2
42,5,1.5945e+05,10,13,3,5,1,5,2,5178,0,40,40,2
37,5,2.8046e+05,16,10,3,5,1,3,2,0,0,80,40,2
30,8,1.413e+05,10,13,3,11,1,2,2,0,0,40,20,2
23,5,1.2227e+05,10,13,5,2,4,5,1,0,0,30,40,1
32,5,2.0502e+05,8,12,5,13,2,3,2,0,0,50,40,1
40,5,1.2177e+05,9,11,3,4,1,2,2,0,0,40,1,2
34,5,2.4549e+05,6,4,3,15,1,1,2,0,0,45,27,1
25,7,1.7676e+05,12,9,5,6,4,5,2,0,0,35,40,1
32,5,1.8682e+05,12,9,5,8,5,5,2,0,0,40,40,1
38,5,28887,2,7,3,13,1,5,2,0,0,50,40,1
43,7,2.9218e+05,13,14,1,5,5,5,1,0,0,45,40,2
40,5,1.9352e+05,11,16,3,11,1,5,2,0,0,60,40,2
54,5,3.0215e+05,12,9,6,9,5,3,1,0,0,20,40,1
35,2,76845,7,5,3,6,1,3,2,0,0,40,40,1
43,5,1.1704e+05,2,7,3,15,1,5,2,0,2042,40,40,1
59,5,1.0902e+05,12,9,1,14,5,5,1,0,0,40,40,1
56,3,2.1685e+05,10,13,3,14,1,5,2,0,0,40,40,2
19,5,1.6829e+05,12,9,5,4,4,5,2,0,0,40,40,1
54,1,1.8021e+05,16,10,3,1,1,2,2,0,0,60,36,2
39,5,3.6726e+05,12,9,1,5,2,5,2,0,0,80,40,1
49,5,1.9337e+05,12,9,3,4,1,5,2,0,0,40,40,1
23,3,1.9071e+05,8,12,5,12,2,5,2,0,0,52,40,1
20,5,2.6602e+05,16,10,5,13,4,3,2,0,0,44,40,1
45,5,3.8694e+05,10,13,1,5,4,5,2,0,1408,40,40,1
30,2,59951,16,10,3,2,4,5,2,0,0,40,40,1
22,8,3.1151e+05,16,10,3,9,1,3,2,0,0,15,40,1
48,5,2.4241e+05,2,7,5,8,5,5,2,0,0,40,34,1
21,5,1.972e+05,16,10,5,8,4,5,2,0,0,40,40,1
19,5,5.4409e+05,12,9,2,2,6,5,1,0,0,25,40,1
31,5,84154,16,10,3,13,1,5,2,0,0,38,1,2
48,7,2.6548e+05,8,12,3,11,1,5,2,0,0,40,40,1
31,5,5.0788e+05,7,5,3,8,1,5,2,0,0,43,40,1
53,7,88506,10,13,3,11,1,5,2,0,0,40,40,1
24,5,1.7299e+05,10,13,3,14,1,5,2,0,0,50,40,1
49,5,94638,12,9,6,2,5,5,1,0,0,40,40,1
25,5,2.8998e+05,12,9,5,7,2,5,2,0,0,35,40,1
57,2,3.379e+05,10,13,3,11,1,3,2,0,0,40,40,2
53,5,1.4436e+05,12,9,3,8,1,5,2,0,0,38,40,1
44,5,1.2835e+05,13,14,1,5,5,5,1,0,0,40,40,1
41,8,1.016e+05,9,11,3,4,1,5,2,0,0,40,40,1
29,5,2.7147e+05,9,11,5,11,2,5,2,0,0,43,40,1
25,5,32275,16,10,3,5,6,4,1,0,0,40,40,1
18,5,2.2696e+05,12,9,5,9,4,5,1,0,0,30,1,1
47,5,51835,15,15,3,11,6,5,1,0,1902,60,17,2
50,2,2.5159e+05,10,13,1,5,2,5,2,0,0,55,40,2
47,6,1.0983e+05,12,9,1,5,2,5,2,0,0,60,40,1
43,5,2.3799e+05,16,10,3,14,1,5,2,0,0,40,40,2
46,5,2.1667e+05,5,3,3,8,1,5,2,0,0,40,27,1
35,5,56352,9,11,3,9,1,5,2,0,0,40,34,1
41,5,1.4737e+05,12,9,3,2,1,5,2,0,0,48,40,1
30,5,1.8815e+05,12,9,3,8,1,5,2,5013,0,40,40,1
30,5,59496,10,13,3,13,1,5,2,2407,0,40,40,1
32,1,2.9394e+05,6,4,4,1,2,5,2,0,0,40,1,1
48,5,1.4964e+05,12,9,3,15,1,5,2,0,0,40,40,1
42,5,1.1663e+05,11,16,3,11,1,5,2,0,0,45,40,2
29,5,1.056e+05,16,10,1,14,2,5,2,0,0,58,40,1
36,5,1.5554e+05,12,9,3,4,1,5,2,0,0,40,40,1
28,5,1.8318e+05,16,10,1,2,2,5,1,0,0,40,40,1
53,5,1.6985e+05,12,9,3,2,6,5,1,0,0,40,40,2
49,6,1.9168e+05,16,10,3,5,1,5,2,0,0,50,40,2
25,1,2.0068e+05,16,10,5,1,4,5,2,0,0,40,40,1
19,5,1.0151e+05,16,10,5,11,4,5,2,0,0,32,40,1
31,5,3.0997e+05,10,13,6,13,4,3,1,0,0,40,40,1
29,7,1.623e+05,10,13,3,13,1,5,2,0,0,70,40,2
23,5,2.1168e+05,16,10,5,8,2,5,2,0,0,40,40,1
79,5,1.2474e+05,16,10,3,11,3,5,2,0,0,20,40,1
27,5,2.1392e+05,12,9,5,9,4,5,2,0,0,40,27,1
40,5,32214,8,12,3,2,1,5,2,0,0,40,40,1
67,1,2.1276e+05,1,6,3,1,1,5,2,0,0,2,40,1
18,5,3.0963e+05,2,7,5,9,4,5,1,0,0,22,40,1
31,3,1.2593e+05,6,4,3,6,1,5,2,0,0,40,40,1
18,5,4.4684e+05,12,9,5,13,2,5,2,0,0,30,40,1
52,5,2.7652e+05,10,13,3,9,1,5,2,0,0,40,6,1
46,5,51618,12,9,3,9,6,5,1,0,0,40,40,1
59,5,1.5994e+05,12,9,3,13,1,5,2,0,0,48,40,1
44,5,3.4359e+05,12,9,1,4,2,5,1,14344,0,40,40,2
53,5,3.4625e+05,12,9,1,13,4,5,1,0,0,35,40,1
49,3,2.6823e+05,12,9,3,12,1,5,2,0,0,40,40,2
33,5,2.0205e+05,13,14,3,11,1,5,2,0,0,50,40,1
30,5,54334,7,5,5,13,2,5,2,0,0,40,40,1
43,2,4.1087e+05,11,16,5,11,2,5,1,0,0,50,40,2
57,5,2.4998e+05,9,11,3,11,1,5,2,0,0,40,40,1
37,5,2.8673e+05,16,10,1,4,5,5,1,0,0,40,40,1
28,5,2.1256e+05,16,10,1,8,5,3,1,0,0,25,40,1
30,5,1.1775e+05,12,9,3,13,6,2,1,0,1573,35,1,1
34,3,2.263e+05,10,13,3,12,1,5,2,0,0,40,40,2
29,3,1.1559e+05,16,10,5,7,2,5,2,0,0,50,40,1
48,7,1.9128e+05,11,16,3,11,1,5,2,0,1902,60,40,2
37,5,2.0268e+05,16,10,3,13,1,5,2,0,0,48,40,2
48,5,1.711e+05,8,12,1,5,5,5,1,0,0,40,10,1
32,2,2.4941e+05,12,9,5,9,4,3,2,0,0,40,40,1
76,5,1.2419e+05,13,14,3,5,1,5,2,0,0,40,40,2
44,5,1.9828e+05,10,13,3,5,1,5,2,15024,0,60,40,2
47,7,1.4912e+05,13,14,5,11,2,5,1,0,0,50,40,1
20,5,1.883e+05,16,10,5,14,4,5,1,0,0,40,40,1
29,5,1.0343e+05,12,9,5,4,2,5,2,0,0,40,40,1
32,6,3.1766e+05,12,9,3,4,1,5,2,7688,0,40,40,2
17,1,3.0487e+05,1,6,5,1,4,5,1,34095,0,32,40,1
30,5,1.949e+05,2,7,5,7,4,5,2,0,0,40,40,1
31,3,1.8927e+05,12,9,5,2,2,5,1,0,0,40,40,1
42,5,1.2469e+05,12,9,3,7,1,5,2,0,0,40,40,1
24,5,4.3238e+05,10,13,5,13,3,5,2,0,0,40,40,1
38,5,65324,15,15,3,11,1,5,2,0,0,40,40,2
56,7,3.3561e+05,12,9,3,9,1,5,2,0,1887,50,3,2
28,5,3.7787e+05,16,10,3,13,6,5,1,4064,0,25,40,1
36,5,1.0286e+05,12,9,5,8,4,5,1,0,0,40,40,1
53,5,95647,7,5,3,7,1,5,2,0,0,50,40,1
56,6,3.0309e+05,16,10,3,13,1,5,2,0,0,50,40,1
49,3,1.9737e+05,9,11,3,4,1,3,2,0,0,40,40,2
55,5,2.4755e+05,16,10,3,13,1,5,2,0,0,56,40,1
22,5,1.0263e+05,12,9,5,4,2,5,2,0,0,41,40,1
21,5,1.9992e+05,16,10,5,9,4,5,1,0,0,40,40,1
40,5,1.1885e+05,10,13,3,5,1,5,2,0,0,60,40,1
30,5,77143,10,13,5,5,4,3,2,0,0,40,12,1
29,8,2.6799e+05,10,13,3,11,1,5,2,0,0,50,40,2
19,5,3.0161e+05,16,10,5,9,4,3,2,0,0,35,40,1
47,5,2.8783e+05,10,13,3,5,6,5,1,0,0,40,40,2
20,5,1.117e+05,16,10,5,2,4,5,1,0,1719,28,40,1
31,5,1.1494e+05,8,12,3,2,1,5,2,0,0,40,40,2
35,1,1.2931e+05,12,9,3,1,1,5,2,0,0,40,40,1
39,5,3.6574e+05,16,10,1,4,2,5,2,0,0,40,40,1
28,5,69621,8,12,5,13,2,5,1,0,0,60,40,1
24,5,43323,12,9,5,9,2,5,1,0,1762,40,40,1
38,7,1.2099e+05,12,9,3,4,1,5,2,4386,0,35,40,1
37,5,2.542e+05,10,13,3,13,1,5,2,0,0,50,40,1
46,5,1.462e+05,8,12,1,14,2,3,1,0,0,36,40,1
38,2,1.2593e+05,13,14,3,11,1,5,2,0,0,40,21,2
43,7,56920,12,9,3,4,1,5,2,0,0,60,40,1
27,5,1.6313e+05,9,11,3,2,6,5,1,0,0,35,40,1
20,5,34310,16,10,5,13,4,5,2,0,0,20,40,1
49,5,81973,16,10,3,4,1,2,2,0,0,40,40,2
61,6,66614,12,9,3,4,1,5,2,0,0,40,40,1
