1,655.25,0.52999,0.2044,-0.92593,2,-52.5,0.98635,923.75,3
0,109.75,1.2804,-0.17454,0.077541,3,-62.5,3.2091,922.25,3
1,428.25,0.35411,0.25033,-0.94873,3,-60,5.3045,923.25,3
1,114.08,0.45964,0.2733,-0.94873,2,-52.5,0.66728,924.25,3
1,1499.8,0.29548,0.19292,-1.0514,2,-49.5,2.8333,924.25,3
1,567.38,0.23685,0.33072,-1.04,2,-49,2.9376,920.25,3
1,355.95,0.23685,0.4111,-1.0172,3,-60,0.62893,921.75,3
1,329.5,0.28376,0.42258,-0.97154,3,-62.5,4.6526,921.25,3
1,1603.5,0.30721,0.15847,-1.04,3,-60.5,4.5897,922.25,3
1,5.75,0.15478,0.37665,-1.0514,3,-62.5,4.7569,920.75,1
1,701.25,0.30721,0.29627,-1.0057,2,-48.5,2.9422,920.25,3
1,440,0.17823,0.28478,-1.0628,3,-58.5,1.0845,920.75,3
1,1511.4,0.28376,0.19292,-1.04,3,-60,5.6819,925.25,3
1,84.1,0.33066,0.46851,-0.92593,2,-51.5,1.0186,924.75,3
1,39.5,0.23685,0.3422,-1.0172,3,-68,3.5389,923.75,3
1,518.35,0.18995,0.3422,-1.04,2,-49.5,0.13039,920.75,3
1,565.75,0.20168,0.26182,-1.0286,3,-61.5,1.9052,924.75,3
1,533.5,0.47136,0.032153,-1.0057,2,-52,1.9988,922.25,3
1,597.08,0.27203,0.33072,-1.0172,2,-50.5,1.7902,922.25,3
1,747.5,0.7645,0.76708,-0.070699,1,-60.5,1.06,924.75,2
1,3.75,0.14305,0.84746,-0.0022806,2,-65,5.5423,924.75,4
1,534.25,0.38928,0.21588,-0.97154,3,-60,6.1252,922.75,3
1,836.33,0.30721,0.28478,-1.0286,2,-48.5,2.1522,921.25,3
1,387.75,-0.032831,0.89339,0.066138,2,-63,5.6067,924.75,1
1,99.75,0.38928,0.51445,-0.93733,3,-60.5,5.125,921.25,3
1,969.5,0.63552,0.15847,-0.88031,3,-68.5,4.0574,924.25,3
1,565.6,0.23685,0.31923,-1.0286,3,-65,1.784,922.25,3
1,423.08,0.13132,0.28478,-1.0742,2,-49,2.9821,921.75,3
1,808.75,0.31893,0.31923,-0.99434,2,-49.5,1.8607,921.75,3
0,158,1.0694,-0.01378,-0.18473,3,-69,0.39577,925.75,3
0,360,1.1397,-0.082679,-0.047893,3,-61.5,0.059825,925.75,3
1,940.25,0.61207,0.19292,-0.89172,3,-64,5.2692,921.75,3
1,36.75,0.52999,0.12402,-0.94873,3,-57,6.2341,920.25,3
1,596.75,0.33066,0.33072,-1.0057,2,-53,0.98788,923.75,3
