0.49788,0.48246,-0.05921,0.96082,0.126,0.31287,-0.57545,-0.58331,-0.91699,-0.00665,-0.21712,-1.1808,5
-0.07854,-0.48246,1.9844,0.96082,-0.31685,-0.67825,1.9389,1.4353,0.76096,-0.14277,-0.71126,-0.21575,5
0.49788,-0.48246,-0.05921,0.96082,-0.31685,-0.46725,0.80523,-0.84732,-1.6209,-1.0145,-1.3798,0.40148,6
-0.95197,0.48246,1.1637,0.96082,-0.31685,-0.14882,-0.80615,-0.01928,0.59042,0.58489,-1.3798,-1.1808,4
0.49788,0.48246,1.9844,0.96082,-0.31685,0.73545,-1.6334,-0.45174,-0.30172,1.3061,-0.21712,-0.21575,4
2.5917,0.48246,-1.2275,0.24923,-0.31685,-0.67825,-0.30033,-1.5552,2.0397,1.6309,-1.3798,-1.5486,2
1.0945,-0.48246,1.1637,-0.57009,-0.31685,-0.46725,-1.0921,-0.45174,-0.30172,0.93949,-0.21712,0.07987,6
0.49788,-0.48246,-1.7379,0.96082,-0.31685,-1.3283,1.9389,-0.84732,-0.30172,1.6309,0.19268,-0.52593,5
0.49788,0.48246,-0.05921,0.24923,-0.31685,0.62967,2.5731,-0.97631,0.76096,1.1341,-1.3798,-1.5486,4
1.8221,-0.48246,1.1637,0.96082,-0.31685,-0.24649,0.00332,-1.4242,0.59042,0.12331,-1.3798,-0.84637,6
-0.07854,0.48246,0.45468,0.96082,-0.31685,-1.0531,0.80523,-1.119,-0.76096,1.8117,0.19268,0.07987,5
1.0945,-0.48246,-0.61113,-0.28519,-0.31685,-1.3283,0.00332,0.14143,-1.926,-0.52745,0.52975,1.2247,5
1.8221,0.48246,0.45468,0.96082,-0.31685,2.2855,0.16767,0.44585,-1.6209,-0.78155,1.2922,0.07987,5
1.8221,0.48246,-0.05921,0.24923,-0.31685,-0.79151,0.80523,-0.01928,0.94156,3.4644,-0.71126,-0.84637,1
1.8221,0.48246,-0.05921,0.96082,-0.31685,-0.92104,1.4542,0.44585,-0.60633,1.6309,1.2922,0.7654,6
1.8221,-0.48246,0.45468,0.96082,-0.31685,-2.0505,-1.508,-1.5552,-1.0753,1.1341,-0.71126,-0.52593,5
0.49788,0.48246,-0.61113,0.96082,-0.31685,-1.5508,-0.80615,-1.6806,0.28783,0.7583,-0.21712,-2.0785,6
1.0945,-0.48246,-1.7379,0.96082,-0.31685,0.52135,-1.2318,-0.31776,-0.45321,-1.385,-1.3798,-0.84637,6
1.8221,-0.48246,0.45468,-0.09765,-0.31685,1.373,-0.15487,-0.17779,-1.926,-1.5184,-0.71126,-0.21575,6
0.49788,-0.48246,-0.05921,0.96082,-0.31685,-0.34799,-1.7625,-2.3988,-1.926,0.7583,-1.3798,-2.0785,4
1.0945,-0.48246,-0.05921,0.96082,-0.31685,-0.79151,0.80523,0.7233,1.6111,-1.1379,0.19268,-0.21575,6
2.5917,-0.48246,-2.4359,0.96082,-0.31685,-1.1943,0.47617,-1.119,-0.60633,1.8117,-0.21712,-1.1808,5
1.0945,-0.48246,0.45468,0.96082,-0.31685,0.41667,-0.94779,-0.84732,1.1141,-0.89891,-0.71126,0.07987,4
1.0945,-0.48246,-1.7379,0.96082,-0.31685,1.6038,-3.2739,-1.2755,0.28783,-1.0145,-1.3798,-1.5486,6
1.8221,-0.48246,0.45468,0.96082,-0.31685,-0.14882,0.63779,1.2403,0.76096,1.4619,-0.21712,-0.52593,5
1.0945,-0.48246,-0.61113,0.96082,-0.31685,-0.79151,-0.43999,-1.2755,0.94156,-0.00665,-0.21712,0.40148,5
1.8221,0.48246,-1.2275,0.24923,-0.31685,-0.05188,-1.6334,-3.2739,-0.76096,0.58489,0.19268,-1.5486,6
0.49788,-0.48246,0.45468,0.96082,-0.31685,0.52135,-1.2318,-0.01928,-0.01729,-2.1811,1.862,0.40148,6
0.49788,0.48246,1.1637,0.96082,-0.31685,0.04257,-1.508,-0.71727,0.28783,1.3061,0.19268,-0.52593,6
1.0945,-0.48246,1.9844,0.96082,-0.31685,-1.3283,1.7409,0.88309,0.94156,1.8117,-0.21712,-0.52593,0
1.0945,-0.48246,-1.7379,0.96082,-0.31685,0.31287,-0.80615,-1.2755,-1.4795,-0.65253,-1.3798,0.07987,6
0.49788,0.48246,-1.7379,-0.28519,-0.31685,-1.1943,-0.80615,0.14143,-0.60633,-0.00665,-1.3798,-0.84637,3
0.49788,-0.48246,0.45468,0.96082,-0.31685,-0.79151,-1.2318,-0.01928,0.43852,-0.00665,0.19268,-0.84637,6
-0.95197,-0.48246,0.45468,0.96082,-0.31685,0.41667,-0.30033,0.29338,1.2861,-0.14277,-0.71126,-1.5486,6
0.49788,-0.48246,0.45468,-0.57009,0.1144,1.0212,0.63779,0.88309,-2.9016,-0.78155,0.52975,1.9217,4
